"file_names","register","BEMA","BYPA","CONT","PASS","PASTP","PEAS","PRESP","PRIV","PUBV","SMP","SPAU","STPR","SUAV","THATD","WHCL","WHSUB","WZPAST","WZPRES","PROD","WHQU","PIRE","SERE","WHOBJ"
"hem_bthr_MAT.txt","Hemingway",1.44050104384134,0.0104384133611691,0.0521920668058455,0.375782881002088,0.0626304801670146,0.574112734864301,0.490605427974948,1.07515657620042,0.0939457202505219,0.0104384133611691,0.125260960334029,0.302713987473904,0.146137787056367,0.156576200417537,0.0313152400835073,0.0104384133611691,0.104384133611691,0.386221294363257,NA,NA,NA,NA,NA
"hem_cat_MAT.txt","Hemingway",0.87073007367716,NA,0.669792364367046,0.468854655056932,0.0669792364367046,0.200937709310114,0.267916945746818,0.669792364367046,1.13864701942398,NA,0.0669792364367046,0.334896182183523,0.200937709310114,0.0669792364367046,0.0669792364367046,0.0669792364367046,0.133958472873409,0.401875418620228,0.0669792364367046,NA,NA,NA,NA
"hem_hills_MAT.txt","Hemingway",1.65938864628821,NA,3.75545851528384,0.0873362445414847,0.0873362445414847,0.174672489082969,0.0436681222707424,1.70305676855895,1.57205240174673,NA,0.0436681222707424,0.174672489082969,0.262008733624454,0.524017467248908,0.0436681222707424,NA,NA,0.0436681222707424,0.698689956331878,0.218340611353712,NA,NA,NA
"hem_indian_MAT.txt","Hemingway",1.17888262429523,NA,1.28139415684264,0.666324961558175,NA,0.512557662737058,0.256278831368529,1.07637109174782,1.07637109174782,NA,0.102511532547412,0.205023065094823,0.307534597642235,0.153767298821117,0.0512557662737058,0.153767298821117,NA,0.256278831368529,0.0512557662737058,0.205023065094823,NA,NA,NA
"hem_soldier_MAT.txt","Hemingway",1.86385737439222,0.0810372771474878,1.18854673149649,0.351161534305781,NA,1.18854673149649,0.0540248514316586,1.48568341437061,0.999459751485683,0.0540248514316586,0.216099405726634,0.297136682874122,0.432198811453268,0.243111831442464,0.108049702863317,0.135062128579146,0.0540248514316586,0.0540248514316586,0.0810372771474878,0.0270124257158293,NA,NA,NA
"hpl_colour_MAT.txt","Lovecraft",1.43230038150057,0.0468509470584298,0.147245833612208,0.642527273944181,0.0401579546215113,1.43230038150057,0.133859848738371,1.41891439662673,0.348035606719764,0.234254735292149,0.394886553778194,0.100394886553778,0.127166856301452,0.254333712602905,0.0468509470584298,0.174017803359882,0.113780871427615,0.113780871427615,0.140552841175289,0.0401579546215113,0.0602369319322669,0.0267719697476742,0.120473863864534
"hpl_cthulhu_MAT.txt","Lovecraft",0.969789995116165,0.10465359659527,0.00697690643968464,0.58606014093351,0.10465359659527,1.3186353171004,0.139538128793693,1.52096560385125,0.49536035721761,0.153491941673062,0.341868415544548,0.0348845321984232,0.202330286750855,0.111630503034954,0.0418614386381079,0.28605316402707,0.118607409474639,0.132561222354008,0.0418614386381079,0.0209307193190539,0.125584315914324,0.0767459708365311,0.167445754552431
"hpl_dunwich_MAT.txt","Lovecraft",1.1119347664937,0.0509636767976279,0.486471460340993,0.625463306152706,0.0833951074870274,0.759822090437361,0.106560415122313,1.32042253521127,0.41234247590808,0.264084507042254,0.33358042994811,0.11119347664937,0.152891030392884,0.217753891771683,0.0741289844329133,0.148257968865827,0.0926612305411416,0.148257968865827,0.0509636767976279,0.0185322461082283,0.125092661230541,0.0231653076352854,0.0880281690140845
"hpl_mountain_MAT.txt","Lovecraft",0.954883924660534,0.026281208935611,0.105124835742444,0.534384581690758,0.113885238720981,0.770915462111257,0.236530880420499,0.954883924660534,0.271572492334647,0.157687253613666,0.376697328077092,0.0700832238282961,0.236530880420499,0.0788436268068331,0.035041611914148,0.131406044678055,0.140166447656592,0.289093298291721,0.026281208935611,NA,0.166447656592203,0.0963644327639071,0.0438020148926851
"hpl_outsider_MAT.txt","Lovecraft",0.972762645914397,NA,NA,0.389105058365759,0.0648508430609598,0.778210116731518,0.291828793774319,2.30220492866407,0.0648508430609598,0.12970168612192,0.389105058365759,0.12970168612192,0.162127107652399,0.226977950713359,0.0648508430609598,0.162127107652399,0.0648508430609598,0.0972762645914397,NA,NA,0.162127107652399,0.0648508430609598,0.0648508430609598
